"Suchergebnisse"

"Zusammenfassung"
"Gespeichert am";"11.06.2023 01:13:02"
"Gesucht nach";"LB 1208"
"In Index(en)";"D:\_OA\Indice\Index.pdx"
"Anzahl gefundener Dokumente";"4"              
"Anzahl gefundener Vorkommen";"5"              

"Dateiname";"Titel";"Seite";"Suchvorkommen"
"cad_s [1984].pdf";"Untitled";"321";"ana sipd-ri LB 1208:29 (courtesy K. R. Veenhof); si-pd-ru "

"Dateiname";"Titel";"Seite";"Suchvorkommen"
"Fs Oelsner AOAT 252 (1).pdf";"";"247";"Veenhof) [beachte: LB 1208 Ist ln ACMI, 241 fälschlich als LB 1202 ausgewiesen, "

"Dateiname";"Titel";"Seite";"Suchvorkommen"
"Fs Oelsner AOAT 252.pdf";"";"247";"Veenhof) [beachte: LB 1208 Ist ln ACMI, 241 fälschlich als LB 1202 ausgewiesen, "

"Dateiname";"Titel";"Seite";"Suchvorkommen"
"Michel 2003 Old Assyrian Bibliography of Cuneiform Texts PIHANS 97.pdf";"";"29";"5 tablets -LB 1208, 1275, 1290, 1295, 1296- - LB 1208 = Imdzlum, "
"Michel 2003 Old Assyrian Bibliography of Cuneiform Texts PIHANS 97.pdf";"";"29";"1295, 1296- - LB 1208 = Imdzlum, p. 241 (wrongly quoted LB 1202) "
