"Suchergebnisse"

"Zusammenfassung"
"Gespeichert am";"12.06.2023 19:59:36"
"Gesucht nach";"LB 1890"
"In Index(en)";"D:\_OA\Indice\Index.pdx"
"Anzahl gefundener Dokumente";"3"              
"Anzahl gefundener Vorkommen";"5"              

"Dateiname";"Titel";"Seite";"Suchvorkommen"
"Frankena 1978 Kommentar zu den altbabylonischen Briefen aus Lagaba und anderen Orten SLB 4.pdf";"";"69";"361 links] 19. LB 1890 (TLB IV, Tf.11). Genau wie Brief Nr."

"Dateiname";"Titel";"Seite";"Suchvorkommen"
"AbB 3 Frankena 1968 Briefe aus der Leidener Sammlung (TLB 4).pdf";"";"11";"Tf. II (LB 1890). (Vs.) 1 a-na sa-dMAR.TU 2 "
"AbB 3 Frankena 1968 Briefe aus der Leidener Sammlung (TLB 4).pdf";"";"11";"keine Freilassung? 19. LB 1890. 1 Zu ~a-AmUITUm 2 sprich: 3 also "

"Dateiname";"Titel";"Seite";"Suchvorkommen"
"AbB 3 Frankena 1968 Briefe aus der Leidener Sammlung (TLB 4).pdf";"";"11";"Tf. II (LB 1890). (Vs.) 1 a-na sa-dMAR.TU 2 "
"AbB 3 Frankena 1968 Briefe aus der Leidener Sammlung (TLB 4).pdf";"";"11";"keine Freilassung? 19. LB 1890. 1 Zu ~a-AmUITUm 2 sprich: 3 also "
