"Suchergebnisse"

"Zusammenfassung"
"Gespeichert am";"11.06.2023 01:26:14"
"Gesucht nach";"LB 1217"
"In Index(en)";"D:\_OA\Indice\Index.pdx"
"Anzahl gefundener Dokumente";"8"              
"Anzahl gefundener Vorkommen";"16"             

"Dateiname";"Titel";"Seite";"Suchvorkommen"
"cad_s_shin_2 [1992].pdf";"Untitled";"38";"u-nu-ti LB 1217:28; kasapsu tisa-ds-qi-il ijd'am la ti-"

"Dateiname";"Titel";"Seite";"Suchvorkommen"
"Fs Diakonoff 1982.pdf";"";"127";"this text is LB 1217. Cf. J. Lewy, HUCA 27, pp. 6-8. See "

"Dateiname";"Titel";"Seite";"Suchvorkommen"
"Kryszat.PDF";"";"4";"Archivs noch in LB 1217, 2. 68 und außerdem noch in TPAK I 59, "
"Kryszat.PDF";"";"4";"Auch der Brief LB 1217 verdient eine nähere Betrachtung, denn die Absenderin !Star-"

"Dateiname";"Titel";"Seite";"Suchvorkommen"
"Michel 2003 Old Assyrian Bibliography of Cuneiform Texts PIHANS 97.pdf";"";"29";"1 tablet -LB 1217- - LB 1217, p. 273, n. 8 = CMK "
"Michel 2003 Old Assyrian Bibliography of Cuneiform Texts PIHANS 97.pdf";"";"29";"LB 1217- - LB 1217, p. 273, n. 8 = CMK n°356 NASHEF "

"Dateiname";"Titel";"Seite";"Suchvorkommen"
"Michel 2001 Correspondance des Marchands de Kanish au début du IIe Millénaire avant J.-C. LAPO 19.pdf";"";"244";"Kanis 356 (LB 1217) , Ai~si (parle) Istar-bastI : dis "
"Michel 2001 Correspondance des Marchands de Kanish au début du IIe Millénaire avant J.-C. LAPO 19.pdf";"";"298";"3, 41b 356. LB 1217 240. AKT 1,11 279. CCT 3, 50b 318. TC3,17 "
"Michel 2001 Correspondance des Marchands de Kanish au début du IIe Millénaire avant J.-C. LAPO 19.pdf";"";"301";"1 KTH13 169 LB 1217 356 TC2,1 295 JJP 11/12, 117 33 TC2,6 "

"Dateiname";"Titel";"Seite";"Suchvorkommen"
"de Ridder 2021 Assyrian-Anatolian Relations Observed Through Ethnic Designation Subartu 56.pdf";"SUBARTU46.indb";"6";"other people (LB 1217). For the reasoning behind the initial reading of the "

"Dateiname";"Titel";"Seite";"Suchvorkommen"
"Michel 2001 LAPO 19.pdf";"";"244";"Kanis 356 (LB 1217) _ Ai~si (parle) Istar-basti : dis "
"Michel 2001 LAPO 19.pdf";"";"298";"3, 41b 356. LB 1217 240. AKT 1, 11 279. CGT 3, 50b 318. "
"Michel 2001 LAPO 19.pdf";"";"301";"135 KTHl3 169 LB 1217 356 TC2, 1 295 Kayseri 90 275 KTK2 48 "

"Dateiname";"Titel";"Seite";"Suchvorkommen"
"Michel 2001 LAPO 19.pdf";"";"244";"Kanis 356 (LB 1217) _ Ai~si (parle) Istar-basti : dis "
"Michel 2001 LAPO 19.pdf";"";"298";"3, 41b 356. LB 1217 240. AKT 1, 11 279. CGT 3, 50b 318. "
"Michel 2001 LAPO 19.pdf";"";"301";"135 KTHl3 169 LB 1217 356 TC2, 1 295 Kayseri 90 275 KTK2 48 "
