"Suchergebnisse"

"Zusammenfassung"
"Gespeichert am";"11.06.2023 03:06:58"
"Gesucht nach";"LB 1293"
"In Index(en)";"D:\_OA\Indice\Index.pdx"
"Anzahl gefundener Dokumente";"3"              
"Anzahl gefundener Vorkommen";"3"              

"Dateiname";"Titel";"Seite";"Suchvorkommen"
"cad_s_shin_3 [1992].pdf";"Untitled";"263";"of silver?] each LB 1293: 15, cited Veenhof Old Assyrian Trade 168, cf. ["

"Dateiname";"Titel";"Seite";"Suchvorkommen"
"Fs Veenhof.pdf";"";"247";"k 37, 10; LB 1293, 21. 49 Zu dieser Person s.u. Nr. 4. "

"Dateiname";"Titel";"Seite";"Suchvorkommen"
"Michel 2003 Old Assyrian Bibliography of Cuneiform Texts PIHANS 97.pdf";"";"30";"p. 184 - LB 1293 = l. 15-18, 37, AOATT, p. 168 Other "
