"Suchergebnisse"

"Zusammenfassung"
"Gespeichert am";"17.06.2023 17:28:12"
"Gesucht nach";"LB 590"
"In Index(en)";"D:\_OA\Indice\Index.pdx"
"Anzahl gefundener Dokumente";"2"              
"Anzahl gefundener Vorkommen";"2"              

"Dateiname";"Titel";"Seite";"Suchvorkommen"
"Tablets_Groningen_Veldhuis_ZA-93-03.pdf";"za02 53..69";"11";"¢ ul 15=LB 590 G^irsu: AS 02/.|./.|. Shepherd’s text; see D.|"

"Dateiname";"Titel";"Seite";"Suchvorkommen"
"Veldhuis 2003 Cuneiform Tablets at the Groningen Institute for Semitics ZA 93.pdf";"za02 53..69";"11";"¢ ul 15=LB 590 G^irsu: AS 02/.|./.|. Shepherd’s text; see D.|"
