"Suchergebnisse"

"Zusammenfassung"
"Gespeichert am";"12.06.2023 20:09:13"
"Gesucht nach";"LB 1897"
"In Index(en)";"D:\_OA\Indice\Index.pdx"
"Anzahl gefundener Dokumente";"10"             
"Anzahl gefundener Vorkommen";"21"             

"Dateiname";"Titel";"Seite";"Suchvorkommen"
"Huehnergard 1997 A grammar of Akkadian HSS 45.pdf";"";"237";"4, gl. 9 LB 1897 = Frankena, AbB 3 15. 1 a-na ru-"
"Huehnergard 1997 A grammar of Akkadian HSS 45.pdf";"";"237";"4, pI. 9 LB 1897 ::; Frankena, AbB 3 15, 1 a-na ru-"
"Huehnergard 1997 A grammar of Akkadian HSS 45.pdf";"";"349";"4 p1. 9 LB 1897 35 4 pl. 16 LB 1904 35 4 p1.31 "

"Dateiname";"Titel";"Seite";"Suchvorkommen"
"Huehnergard 2005 A Grammar of Akkadian, 2nd edition HSS 45.pdf";"";"239";"4, pl. 9 LB 1897 = Frankena, AbB 3 15. er pi-i-Sa "
"Huehnergard 2005 A Grammar of Akkadian, 2nd edition HSS 45.pdf";"";"346";"35 4 p1.9 LB 1897 35 4 pl. 16 LB 1904 35 4 pl. "

"Dateiname";"Titel";"Seite";"Suchvorkommen"
"Frankena 1978 Kommentar zu den altbabylonischen Briefen aus Lagaba und anderen Orten SLB 4.pdf";"";"56";"Z.5ff. 15. LB 1897 (TLB IV, Tf.9). Ein von Marduk-näsir "

"Dateiname";"Titel";"Seite";"Suchvorkommen"
"Huehnergard 2005 A Grammar of Akkadian, 2nd edition HSS 45.pdf";"";"239";"4, pl. 9 LB 1897 = Frankena, AbB 3 15. er pi-i-Sa "
"Huehnergard 2005 A Grammar of Akkadian, 2nd edition HSS 45.pdf";"";"346";"35 4 p1.9 LB 1897 35 4 pl. 16 LB 1904 35 4 pl. "

"Dateiname";"Titel";"Seite";"Suchvorkommen"
"Huehnergard 2005 A Grammar of Akkadian, 2nd edition HSS 45 (1).pdf";"";"239";"4, pl. 9 LB 1897 = Frankena, AbB 3 15. er pi-i-Sa "
"Huehnergard 2005 A Grammar of Akkadian, 2nd edition HSS 45 (1).pdf";"";"346";"35 4 p1.9 LB 1897 35 4 pl. 16 LB 1904 35 4 pl. "

"Dateiname";"Titel";"Seite";"Suchvorkommen"
"Huehnergard 1997 A grammar of Akkadian HSS 45.pdf";"";"237";"4, gl. 9 LB 1897 = Frankena, AbB 3 15. 1 a-na ru-"
"Huehnergard 1997 A grammar of Akkadian HSS 45.pdf";"";"237";"4, pI. 9 LB 1897 ::; Frankena, AbB 3 15, 1 a-na ru-"
"Huehnergard 1997 A grammar of Akkadian HSS 45.pdf";"";"349";"4 p1. 9 LB 1897 35 4 pl. 16 LB 1904 35 4 p1.31 "

"Dateiname";"Titel";"Seite";"Suchvorkommen"
"AbB 3 Frankena 1968 Briefe aus der Leidener Sammlung (TLB 4).pdf";"";"10";"Tf. 9 (LB 1897). (Vs.) 1 a-na ru-ut-tum qi-"
"AbB 3 Frankena 1968 Briefe aus der Leidener Sammlung (TLB 4).pdf";"";"10";"nicht abtransportieren. 15. LB 1897. 1 Zu Ruttum sprich: 2 also sagt Marduk-näsir "

"Dateiname";"Titel";"Seite";"Suchvorkommen"
"AbB 3 Frankena 1968 Briefe aus der Leidener Sammlung (TLB 4).pdf";"";"10";"Tf. 9 (LB 1897). (Vs.) 1 a-na ru-ut-tum qi-"
"AbB 3 Frankena 1968 Briefe aus der Leidener Sammlung (TLB 4).pdf";"";"10";"nicht abtransportieren. 15. LB 1897. 1 Zu Ruttum sprich: 2 also sagt Marduk-näsir "

"Dateiname";"Titel";"Seite";"Suchvorkommen"
"A Grammar of Akkadian (Third Edition)] A Grammar of Akkadian (Third Edition).pdf";"9781575069418_print_content_text.pdf";"471";"4, pl. 9 LB 1897 = Frankena, AbB 3 15. 1 a-na ru-"
"A Grammar of Akkadian (Third Edition)] A Grammar of Akkadian (Third Edition).pdf";"9781575069418_print_content_text.pdf";"696";"4 pl. 9 LB 1897 35 4 pl. 16 LB 1904 35 4 pl. "

"Dateiname";"Titel";"Seite";"Suchvorkommen"
"A Grammar of Akkadian (Third Edition)] A Grammar of Akkadian (Third Edition).pdf";"9781575069418_print_content_text.pdf";"471";"4, pl. 9 LB 1897 = Frankena, AbB 3 15. 1 a-na ru-"
"A Grammar of Akkadian (Third Edition)] A Grammar of Akkadian (Third Edition).pdf";"9781575069418_print_content_text.pdf";"696";"4 pl. 9 LB 1897 35 4 pl. 16 LB 1904 35 4 pl. "
