"Suchergebnisse"

"Zusammenfassung"
"Gespeichert am";"16.06.2023 19:45:53"
"Gesucht nach";"LB 3226"
"In Index(en)";"D:\_OA\Indice\Index.pdx"
"Anzahl gefundener Dokumente";"1"              
"Anzahl gefundener Vorkommen";"3"              

"Dateiname";"Titel";"Seite";"Suchvorkommen"
"Sallaberger 1992 Der kultische Kalender der Ur III-Zeit UAVA 7.pdf";"";"60";"Neulichttag zu bestätigen: LB. 3226 (- - § 38; kein MN!) (unv., freundlichst "
"Sallaberger 1992 Der kultische Kalender der Ur III-Zeit UAVA 7.pdf";"";"340";"Kalam-henagi. g LB 3226 (-- -- 38): der Text trägt keinen MN; zusätzlich "
"Sallaberger 1992 Der kultische Kalender der Ur III-Zeit UAVA 7.pdf";"";"447";"Nr. 13 271 LB 3226 43, T 3 ITT 2 3256 96 177 59515 "
