"Suchergebnisse"

"Zusammenfassung"
"Gespeichert am";"11.06.2023 02:54:59"
"Gesucht nach";"LB 1284"
"In Index(en)";"D:\_OA\Indice\Index.pdx"
"Anzahl gefundener Dokumente";"1"              
"Anzahl gefundener Vorkommen";"7"              

"Dateiname";"Titel";"Seite";"Suchvorkommen"
"Hertel 2007 Old Assyrian Legal Practices. An Anthropological Perspective on Legal Disputes in the Ancient Near East PhD.pdf";"Microsoft Word - -- OALP DONE.doc";"132";"KTB 18 + LB 1284; ‘Imd‰-ilum's attorneys - Lalia and Co.’: kt "
"Hertel 2007 Old Assyrian Legal Practices. An Anthropological Perspective on Legal Disputes in the Ancient Near East PhD.pdf";"Microsoft Word - -- OALP DONE.doc";"276";"KTB 18 + LB 1284 (=EL 253)+ATHE 52. 769 This text does "
"Hertel 2007 Old Assyrian Legal Practices. An Anthropological Perspective on Legal Disputes in the Ancient Near East PhD.pdf";"Microsoft Word - -- OALP DONE.doc";"346";"(EL 253)+LB 1284+ATHE 52 – all with kai’lª 917 19 "
"Hertel 2007 Old Assyrian Legal Practices. An Anthropological Perspective on Legal Disputes in the Ancient Near East PhD.pdf";"Microsoft Word - -- OALP DONE.doc";"348";"u-ú]. Joins: LB 1284+ATHE 52, indicated in passages marked {…}. 339 "
"Hertel 2007 Old Assyrian Legal Practices. An Anthropological Perspective on Legal Disputes in the Ancient Near East PhD.pdf";"Microsoft Word - -- OALP DONE.doc";"493";"KTB 18 + LB 1284 KTS 1, 47b OIP 27, 57 OIP 27, 60 "
"Hertel 2007 Old Assyrian Legal Practices. An Anthropological Perspective on Legal Disputes in the Ancient Near East PhD.pdf";"Microsoft Word - -- OALP DONE.doc";"496";"u) KTB 18+LB 1284 TC 1, 82 TPAK 1, 190 VS 26, 118+"
"Hertel 2007 Old Assyrian Legal Practices. An Anthropological Perspective on Legal Disputes in the Ancient Near East PhD.pdf";"Microsoft Word - -- OALP DONE.doc";"502";"KTB 18 + LB 1284; ATHE 52; TMH 1, 22a --- for the death "
