"Suchergebnisse"

"Zusammenfassung"
"Gespeichert am";"13.06.2023 03:47:18"
"Gesucht nach";"LB 2243"
"In Index(en)";"D:\_OA\Indice\Index.pdx"
"Anzahl gefundener Dokumente";"1"              
"Anzahl gefundener Vorkommen";"4"              

"Dateiname";"Titel";"Seite";"Suchvorkommen"
"Sallaberger 1992 Der kultische Kalender der Ur III-Zeit UAVA 7.pdf";"";"297";"100 die Transaktion LB. 2243 und die Ausgabe B I N 3 502. 1 "
"Sallaberger 1992 Der kultische Kalender der Ur III-Zeit UAVA 7.pdf";"";"297";"N 3 496; LB. 2243; OSP 47/49 16; PTST 88; T A D "
"Sallaberger 1992 Der kultische Kalender der Ur III-Zeit UAVA 7.pdf";"";"301";"die 1321 Einzelurkunde LB. 2243 und monatliche Abrechnung T A D 27; zu diesen "
"Sallaberger 1992 Der kultische Kalender der Ur III-Zeit UAVA 7.pdf";"";"447";"63 T 10 LB 2243 284+1321,, T 100 MVN 2 164 T 53 "
