"Suchergebnisse"

"Zusammenfassung"
"Gespeichert am";"12.06.2023 19:40:25"
"Gesucht nach";"LB 1876"
"In Index(en)";"D:\_OA\Indice\Index.pdx"
"Anzahl gefundener Dokumente";"3"              
"Anzahl gefundener Vorkommen";"5"              

"Dateiname";"Titel";"Seite";"Suchvorkommen"
"Frankena 1978 Kommentar zu den altbabylonischen Briefen aus Lagaba und anderen Orten SLB 4.pdf";"";"189";"(sqrimkam). 56. LB 1876 (TLB IV, Taf.32). Der von Sin-rabi "

"Dateiname";"Titel";"Seite";"Suchvorkommen"
"AbB 3 Frankena 1968 Briefe aus der Leidener Sammlung (TLB 4).pdf";"";"26";"TI. 32 (LB 1876). (Vs.) 1 a-na sa dmarduk u-ba "
"AbB 3 Frankena 1968 Briefe aus der Leidener Sammlung (TLB 4).pdf";"";"26";"geschi ckt. 56. LB 1876. 1 Zu demjenigen , den Marduk am Leben erhält "

"Dateiname";"Titel";"Seite";"Suchvorkommen"
"AbB 3 Frankena 1968 Briefe aus der Leidener Sammlung (TLB 4).pdf";"";"26";"TI. 32 (LB 1876). (Vs.) 1 a-na sa dmarduk u-ba "
"AbB 3 Frankena 1968 Briefe aus der Leidener Sammlung (TLB 4).pdf";"";"26";"geschi ckt. 56. LB 1876. 1 Zu demjenigen , den Marduk am Leben erhält "
