"Suchergebnisse"

"Zusammenfassung"
"Gespeichert am";"18.06.2023 00:39:23"
"Gesucht nach";"LB 909"
"In Index(en)";"D:\_OA\Indice\Index.pdx"
"Anzahl gefundener Dokumente";"1"              
"Anzahl gefundener Vorkommen";"5"              

"Dateiname";"Titel";"Seite";"Suchvorkommen"
"Clay_Tags-Henkelman-ARTA-2004-1.pdf";"";"9";"RB 4 23x11 LB 909 RB 6 34x14 RB 4 22x18 RB 1 27x1510 "
"Clay_Tags-Henkelman-ARTA-2004-1.pdf";"";"58";"4 low high LB 909 RB 6 low high RB 4 low high RB "
"Clay_Tags-Henkelman-ARTA-2004-1.pdf";"";"59";"1, edge 2 LB 909 side 2, edge 2 LB 910 edge 1, edge "
"Clay_Tags-Henkelman-ARTA-2004-1.pdf";"";"60";"2, edge 2 LB 909 side 1, edge 1 LB 911 side 2, edge "
"Clay_Tags-Henkelman-ARTA-2004-1.pdf";"";"61";"LB 904 top LB 909 top LB 912 top LB 913 top YBC 9900 "
