"Suchergebnisse"

"Zusammenfassung"
"Gespeichert am";"13.06.2023 05:02:51"
"Gesucht nach";"LB 230"
"In Index(en)";"D:\_OA\Indice\Index.pdx"
"Anzahl gefundener Dokumente";"2"              
"Anzahl gefundener Vorkommen";"2"              

"Dateiname";"Titel";"Seite";"Suchvorkommen"
"JEOL 24, 1975-6.pdf";"";"45";"ma - dingir, LB 230 Fach 4 (Ur III, unveröffentlicht), wofür in Siegellegende "

"Dateiname";"Titel";"Seite";"Suchvorkommen"
"Kraus 1975-1976 Einführung in die Briefe in altakkadischer Sprache JEOL 24.pdf";"";"5";"ma - dingir, LB 230 Fach 4 (Ur III, unveröffentlicht), wofür in Siegellegende "
