"Suchergebnisse"

"Zusammenfassung"
"Gespeichert am";"18.06.2023 00:20:13"
"Gesucht nach";"LB 895"
"In Index(en)";"D:\_OA\Indice\Index.pdx"
"Anzahl gefundener Dokumente";"1"              
"Anzahl gefundener Vorkommen";"6"              

"Dateiname";"Titel";"Seite";"Suchvorkommen"
"Clay_Tags-Henkelman-ARTA-2004-1.pdf";"";"8";"19x14 / / LB 895 RB 6 22x14 RB 1 21x18 RB 3 26x15 "
"Clay_Tags-Henkelman-ARTA-2004-1.pdf";"";"19";"mm high (LB 895 side 1). If the characters in the cartouche form "
"Clay_Tags-Henkelman-ARTA-2004-1.pdf";"";"57";"ARTA 2004.001 57 LB 895 RB 6 low high RB 1 low high RB "
"Clay_Tags-Henkelman-ARTA-2004-1.pdf";"";"59";"893 side 1 LB 895 side 1 edge 1? LB 896 edge 1?, edge "
"Clay_Tags-Henkelman-ARTA-2004-1.pdf";"";"60";"1, edge 2 LB 895 side 2, edge 2 LB 897 side 1, edge "
"Clay_Tags-Henkelman-ARTA-2004-1.pdf";"";"61";"LB 893 top LB 895 top LB 897 top LB 900 top LB 902 "
