"Suchergebnisse"

"Zusammenfassung"
"Gespeichert am";"11.06.2023 01:37:01"
"Gesucht nach";"LB 1225"
"In Index(en)";"D:\_OA\Indice\Index.pdx"
"Anzahl gefundener Dokumente";"6"              
"Anzahl gefundener Vorkommen";"6"              

"Dateiname";"Titel";"Seite";"Suchvorkommen"
"cad_p [2005].pdf";"Untitled";"283";"Copper Trade 126 LB 1225: 3, 7, 9ˆ., see ibid. 125ˆ"

"Dateiname";"Titel";"Seite";"Suchvorkommen"
"Fs Oelsner AOAT 252 (1).pdf";"";"247";"(Korpus Hecker); LB 1225 (s. OACT, 125 Anm. 399); LB 1313 ("

"Dateiname";"Titel";"Seite";"Suchvorkommen"
"Fs Oelsner AOAT 252.pdf";"";"247";"(Korpus Hecker); LB 1225 (s. OACT, 125 Anm. 399); LB 1313 ("

"Dateiname";"Titel";"Seite";"Suchvorkommen"
"Dercksen 1996 The Old Assyrian Copper Trade in Anatolia PIHANS 75.pdf";"";"74";"27a; KTS 18; LB 1225; LB 1275; TC 2, 36; VS 26, 71), apparently "

"Dateiname";"Titel";"Seite";"Suchvorkommen"
"Michel 2003 Old Assyrian Bibliography of Cuneiform Texts PIHANS 97.pdf";"";"30";"p. 26 - LB 1225 = l. 1-12, OACT, p. n. 399 - "

"Dateiname";"Titel";"Seite";"Suchvorkommen"
"VS 26 Veenhof & Klengel-Brandt.pdf";"";"22";"18; TC 2,36; LB 1225 und 1275, bearbeitet inACMI). Einige Bemerkungen zur Lesung und "
