"Suchergebnisse"

"Zusammenfassung"
"Gespeichert am";"13.06.2023 17:42:02"
"Gesucht nach";"LB 2374"
"In Index(en)";"D:\_OA\Indice\Index.pdx"
"Anzahl gefundener Dokumente";"4"              
"Anzahl gefundener Vorkommen";"4"              

"Dateiname";"Titel";"Seite";"Suchvorkommen"
"Frankena 1978 Kommentar zu den altbabylonischen Briefen aus Lagaba und anderen Orten SLB 4.pdf";"";"270";"26,17. 115. (LB 2374) - AbB 3, S.78f. Mit dem kurzen Brieffragment "

"Dateiname";"Titel";"Seite";"Suchvorkommen"
"Frankena 1970 Kommentar zu den altbabylonischen Briefen aus Lagaba und anderen Orten SLB 4.pdf";"Scanned using Book ScanCenter 5022";"19";"7. 115. (LB 2374) - AbB 3, S.78f. Mit dem kurzen Brieffragment "

"Dateiname";"Titel";"Seite";"Suchvorkommen"
"AbB 3 Frankena 1968 Briefe aus der Leidener Sammlung (TLB 4).pdf";"";"43";"brochen) . 115. LB 2374. (Anfang abge brochen; die ZZ. 1'-5 ' "

"Dateiname";"Titel";"Seite";"Suchvorkommen"
"AbB 3 Frankena 1968 Briefe aus der Leidener Sammlung (TLB 4).pdf";"";"43";"brochen) . 115. LB 2374. (Anfang abge brochen; die ZZ. 1'-5 ' "
