"Suchergebnisse"

"Zusammenfassung"
"Gespeichert am";"10.06.2023 22:16:29"
"Gesucht nach";"LB 1105"
"In Index(en)";"D:\_OA\Indice\Index.pdx"
"Anzahl gefundener Dokumente";"5"              
"Anzahl gefundener Vorkommen";"8"              

"Dateiname";"Titel";"Seite";"Suchvorkommen"
"[PSB A1] Attinger 1995 Rv PSD 1 1 ZA 85.pdf";"";"8";"22 sq. (LB 1105 = op. ciL 22156 n° 11). *a-se-"

"Dateiname";"Titel";"Seite";"Suchvorkommen"
"ZA85.pdf";"";"74";"22 sq. (LB 1105 = op. ciL 22156 n° 11). *a-se-"

"Dateiname";"Titel";"Seite";"Suchvorkommen"
"ZA 85 1995.pdf";"";"74";"22 sq. (LB 1105 = op. cit. 22/56 n"" I I ). "

"Dateiname";"Titel";"Seite";"Suchvorkommen"
"Sigrist 1988 Isin Year Names IAP AS 2.pdf";"";"47";"BIN 9 154; LB 1105 B iii BIN 913 7 viii BIN9297 A 4 "

"Dateiname";"Titel";"Seite";"Suchvorkommen"
"van de Mieroop 1987 Craft in the Early Isin Period- a study of the Isin Craft Archive from the reigns of Isbi-Erra and Su-Ilisu OLA 24.pdf";"";"11";"56 no 7, LB 1105. 40 D. Frayne, The Historical Correlations of the Sumerian "
"van de Mieroop 1987 Craft in the Early Isin Period- a study of the Isin Craft Archive from the reigns of Isbi-Erra and Su-Ilisu OLA 24.pdf";"";"13";"Mr Sheldon tablet, LB 1105, 1123, 1128, 1948. Step 2: BIN 9: nos 13, "
"van de Mieroop 1987 Craft in the Early Isin Period- a study of the Isin Craft Archive from the reigns of Isbi-Erra and Su-Ilisu OLA 24.pdf";"";"30";"157, 159-169, LB 1105: glue for doors in the wall, cf. I.E. "
"van de Mieroop 1987 Craft in the Early Isin Period- a study of the Isin Craft Archive from the reigns of Isbi-Erra and Su-Ilisu OLA 24.pdf";"";"35";"68, no 17, LB 1105. As in the case of worker list 74, all "
