"Suchergebnisse"

"Zusammenfassung"
"Gespeichert am";"09.06.2023 21:20:14"
"Gesucht nach";"A 7868"
"In Index(en)";"D:\_OA\Indice\Index.pdx"
"Anzahl gefundener Dokumente";"2"              
"Anzahl gefundener Vorkommen";"2"              

"Dateiname";"Titel";"Seite";"Suchvorkommen"
"Börker-Klähn 1982 Altvorderasiatische Bildstelen und Vergleichbare Felsreliefs - Text BaF 4.pdf";"";"136";"ebenfalls magazinierten Bruchstücke A. 7868 (Armbeuge; 8 X 10,5 cm), 13 815 ("

"Dateiname";"Titel";"Seite";"Suchvorkommen"
"Thomas 2015 The Akkadian Royal Image- On a Seated Statue of Manishtushu ZA 105.pdf";"za-2015-0008_Thomas.indd";"27";"Susa unpublished 3 A 7868 Fragment of stele: arm olivinegabbro L. 15 Musée du "
