"Suchergebnisse"

"Zusammenfassung"
"Gespeichert am";"03.06.2023 21:38:59"
"Gesucht nach";"A 5994"
"In Index(en)";"D:\_OA\Indice\Index.pdx"
"Anzahl gefundener Dokumente";"1"              
"Anzahl gefundener Vorkommen";"7"              

"Dateiname";"Titel";"Seite";"Suchvorkommen"
"Buccellati 1966 The Amorites of the Ur III Period.pdf";"";"20";"pp. 290-93. A 5994 (see copy below, Appendix, N. 6) Dreham, 3 "
"Buccellati 1966 The Amorites of the Ur III Period.pdf";"";"66";"408 : 12 A 5994:8 RA 9, p. 58, SA 25 :3 "
"Buccellati 1966 The Amorites of the Ur III Period.pdf";"";"67";"I9 Unpubl. B A 5994:7 111. 265 ITT IV 7277 Name HUCA 29, "
"Buccellati 1966 The Amorites of the Ur III Period.pdf";"";"139";"nu-urn (A 5994) I I I uku-u6 MAR.TU (CCTE "
"Buccellati 1966 The Amorites of the Ur III Period.pdf";"";"147";"5508; A 5546; A 5994; A0 11733; CCTE I 1; CST 117; CST 304; "
"Buccellati 1966 The Amorites of the Ur III Period.pdf";"";"182";"25; TRU 29. A 5994; RA 9, p. 58. "
"Buccellati 1966 The Amorites of the Ur III Period.pdf";"";"192";"XI1 6 (A 5994; 3.91 5.6/ 2.-) 7. 3 47 I 2 ("
