"Suchergebnisse"

"Zusammenfassung"
"Gespeichert am";"20.05.2023 03:33:16"
"Gesucht nach";"A 1543"
"In Index(en)";"D:\_OA\Indice\Index.pdx"
"Anzahl gefundener Dokumente";"2"              
"Anzahl gefundener Vorkommen";"3"              

"Dateiname";"Titel";"Seite";"Suchvorkommen"
"Richter 20042 Untersuchungen zu den lokalen Panthea Süd- und Mittelbabyloniens in altbabylonischer Zeit AOAT 257.pdf";"";"598";"1529 Inana 154, A. 1543, A. 2009 ISkur 478 Kuan A. 1668 Kusmgbanda 46~"
"Richter 20042 Untersuchungen zu den lokalen Panthea Süd- und Mittelbabyloniens in altbabylonischer Zeit AOAT 257.pdf";"";"628";"1845:23-24 A. 1543 UCLMA 9-1849:151.201 364 UE "

"Dateiname";"Titel";"Seite";"Suchvorkommen"
"Kleine Pauly.pdf";"";"3347";"Oberhumrner. RE III A 1543. Detschew Thrak. Sprachreste 476ff. Sparton (..rnaeTWII), Thebaner, Feldherr "
