"Suchergebnisse"

"Zusammenfassung"
"Gespeichert am";"03.06.2023 22:03:04"
"Gesucht nach";"A 631 A"
"In Index(en)";"D:\_OA\Indice\Index.pdx"
"Anzahl gefundener Dokumente";"5"              
"Anzahl gefundener Vorkommen";"11"             

"Dateiname";"Titel";"Seite";"Suchvorkommen"
"Sallaberger_2006_LMSZ.pdf";"Zettelkasten2006_09";"260";"214, A 215, A 631, A 823 (/-da-/)gub | Volk, InŠuk., Z. "
"Sallaberger_2006_LMSZ.pdf";"Zettelkasten2006_09";"677";"88; S. 160, A 631, A 633, A 635, A 637 "

"Dateiname";"Titel";"Seite";"Suchvorkommen"
"Sommerfeld_SUM_Belegsammlung.pdf";"";"1418";"214, A 215, A 631, A 823 [Leipzig–Münchner sumerischer Zettelkasten (26. "
"Sommerfeld_SUM_Belegsammlung.pdf";"";"3793";"88; S. 160, A 631, A 633, A 635, A 637 [Leipzig– Münchner "

"Dateiname";"Titel";"Seite";"Suchvorkommen"
"LMSZ.pdf";"";"347";"214, A 215, A 631, A 823631, A 823 Zgoll, NinZgoll, Nin-"
"LMSZ.pdf";"";"1041";"(K), 50, 59, 69 (K), 72, 85, 88; S. 160, A 631, "
"LMSZ.pdf";"";"1041";"88; S. 160, A 631, A 633, A 635, A 637 mul uga muše "

"Dateiname";"Titel";"Seite";"Suchvorkommen"
"Volk 1995 Inanna und Shukaletuda. Zur historisch-politischen Deutung eines sumerischen Literaturwerkes SANTAG 3.pdf";"";"117";"214, A 215, A 631, A 823 (I-da-j)gub l1(K) "
"Volk 1995 Inanna und Shukaletuda. Zur historisch-politischen Deutung eines sumerischen Literaturwerkes SANTAG 3.pdf";"";"120";"88; S. 160; A 631, A 633, A 635, A 637 mulu g amuSen "

"Dateiname";"Titel";"Seite";"Suchvorkommen"
"Indices 1995 Volk SANTAG 3.pdf";"";"3";"214, A 215, A 631, A 823 (j-da-!)gub l1(K) gud-"
"Indices 1995 Volk SANTAG 3.pdf";"";"6";"88; S. 160; A 631, A 633, A 635, A 637 IIlulu g aIIluSen "
