"Suchergebnisse"

"Zusammenfassung"
"Gespeichert am";"21.05.2023 16:05:00"
"Gesucht nach";"A 1752"
"In Index(en)";"D:\_OA\Indice\Index.pdx"
"Anzahl gefundener Dokumente";"2"              
"Anzahl gefundener Vorkommen";"7"              

"Dateiname";"Titel";"Seite";"Suchvorkommen"
"IRAQ59.pdf";"";"53";"Nr. 17) 1982.A.1752 (Nr. 18) 1982.A.1753 (Nr. 59) "
"IRAQ59.pdf";"";"54";"Nr. 18 1982.A.1752 Nr.39 1982.A.1803/2 Nr.60 1982."

"Dateiname";"Titel";"Seite";"Suchvorkommen"
"Jursa 1997 Neu- und spätbabylonische Texte aus den Sammlungen der Birmingham Museums and Art Gallery Iraq 59.pdf";" <xref ref-type=""transliteration"" rid=""trans3"" ptype=""t4200441"" citart=""citart1"">Neu- und spätbabylonische Texte aus den Sammlungen der Birmingham Museums and Art Gallery</xref> ";"2";"(Nr. 17 A.1752 (Nr. 18 A. (Nr. 59 A. ("
"Jursa 1997 Neu- und spätbabylonische Texte aus den Sammlungen der Birmingham Museums and Art Gallery Iraq 59.pdf";" <xref ref-type=""transliteration"" rid=""trans3"" ptype=""t4200441"" citart=""citart1"">Neu- und spätbabylonische Texte aus den Sammlungen der Birmingham Museums and Art Gallery</xref> ";"2";"Nr. 17) 1982.A.1752 (Nr. 18) 1982.A.1753 (Nr. 59) "
"Jursa 1997 Neu- und spätbabylonische Texte aus den Sammlungen der Birmingham Museums and Art Gallery Iraq 59.pdf";" <xref ref-type=""transliteration"" rid=""trans3"" ptype=""t4200441"" citart=""citart1"">Neu- und spätbabylonische Texte aus den Sammlungen der Birmingham Museums and Art Gallery</xref> ";"3";"18 1982.A.A.1752 l752 Nr. 39 39 1982.A. A. I 1803/"
"Jursa 1997 Neu- und spätbabylonische Texte aus den Sammlungen der Birmingham Museums and Art Gallery Iraq 59.pdf";" <xref ref-type=""transliteration"" rid=""trans3"" ptype=""t4200441"" citart=""citart1"">Neu- und spätbabylonische Texte aus den Sammlungen der Birmingham Museums and Art Gallery</xref> ";"16";"Nr. 18 1982.A.1752 2,7 ? 3,5 cm gin k?.babbar na l?"
"Jursa 1997 Neu- und spätbabylonische Texte aus den Sammlungen der Birmingham Museums and Art Gallery Iraq 59.pdf";" <xref ref-type=""transliteration"" rid=""trans3"" ptype=""t4200441"" citart=""citart1"">Neu- und spätbabylonische Texte aus den Sammlungen der Birmingham Museums and Art Gallery</xref> ";"16";"ti1rI<i 1982.A.1752 2,7x3,5cm 3. Hinter dem (königlichen) Palast in Uruk "
