"Suchergebnisse"

"Zusammenfassung"
"Gespeichert am";"20.05.2023 03:28:41"
"Gesucht nach";"A 1536"
"In Index(en)";"D:\_OA\Indice\Index.pdx"
"Anzahl gefundener Dokumente";"8"              
"Anzahl gefundener Vorkommen";"16"             

"Dateiname";"Titel";"Seite";"Suchvorkommen"
"WZKM1980.pdf";"";"270";"1626, 2405 Stan, A. 1536; Rez. 999 Stanciu, 1. 1546 Stänescu, E. 222 Stankov, "

"Dateiname";"Titel";"Seite";"Suchvorkommen"
"ZA 107 2017.pdf";"";"96";"M 13:49); A 1536 (M 13:27); A 1561 (M 13:"
"ZA 107 2017.pdf";"";"97";"Texten A 1413, A 1536 und A 321152 auch A 321253 und 49 Gegen "
"ZA 107 2017.pdf";"";"97";"1. Tafel; unveröffentlicht), A 1536 (M 13:27 = Assur-Photo 4194, 2. "
"ZA 107 2017.pdf";"";"98";"Reihe, 1. Tafel) A 1536 – M 13:28 Ass. 14842 ai 4194 ("
"ZA 107 2017.pdf";"";"102";"unveröffentlicht gebliebene Dokument A 1536 (M 13:27). Nr. 24: Gegen die Angaben "

"Dateiname";"Titel";"Seite";"Suchvorkommen"
"Pedersén 1985 Archives and Libraries in the City of Assur. A Survey of the Material from the German Excavations. Part I. Studia Semitica Upsaliensia 6.pdf";"";"59";"Ph. Ass. 4194; A 1536; document. (28) Ass. 14842ai; Ph. Ass. 4194; A "

"Dateiname";"Titel";"Seite";"Suchvorkommen"
"Maul 2017 Mittelassyrische Rechtsurkunden und Verwaltungstexte aus dem Besitz der Staatlichen Museen zu Istanbul ZA 107.pdf";"za-2017-0004_Maul.indd";"5";"M 13:49); A 1536 (M 13:27); A 1561 (M 13:"
"Maul 2017 Mittelassyrische Rechtsurkunden und Verwaltungstexte aus dem Besitz der Staatlichen Museen zu Istanbul ZA 107.pdf";"za-2017-0004_Maul.indd";"6";"Texten A 1413, A 1536 und A 321152 auch A 321253 und 49 Gegen "
"Maul 2017 Mittelassyrische Rechtsurkunden und Verwaltungstexte aus dem Besitz der Staatlichen Museen zu Istanbul ZA 107.pdf";"za-2017-0004_Maul.indd";"6";"1. Tafel; unveröffentlicht), A 1536 (M 13:27 = Assur-Photo 4194, 2. "
"Maul 2017 Mittelassyrische Rechtsurkunden und Verwaltungstexte aus dem Besitz der Staatlichen Museen zu Istanbul ZA 107.pdf";"za-2017-0004_Maul.indd";"7";"Reihe, 1. Tafel) A 1536 – M 13:28 Ass. 14842 ai 4194 ("
"Maul 2017 Mittelassyrische Rechtsurkunden und Verwaltungstexte aus dem Besitz der Staatlichen Museen zu Istanbul ZA 107.pdf";"za-2017-0004_Maul.indd";"11";"unveröffentlicht gebliebene Dokument A 1536 (M 13:27). Nr. 24: Gegen die Angaben "

"Dateiname";"Titel";"Seite";"Suchvorkommen"
"Starke 1991 Untersuchung zur Stammbildung des keilschrift-luwischen Nomens StBoT 31.pdf";"";"673";"1964; tuppi - A 1536 bullumar (Verbalsubstantiv) n. A 1964 bümma- c. ("

"Dateiname";"Titel";"Seite";"Suchvorkommen"
"The Brill Dictionary of Religion.pdf";"";"2104";"1382 Lange, F. A. 1536 Language 18, 179, 469, 488, 515- 517, 521, 611, "

"Dateiname";"Titel";"Seite";"Suchvorkommen"
"Encyclopedia_of_Protestantism.pdf";"The Encyclopedia of Protestantism";"2629";"a popular preacher. A 1536 meeting with the Catholic reformer Juan de Valdés is "

"Dateiname";"Titel";"Seite";"Suchvorkommen"
"Cambridge History of Renaissance Philosophy.pdf";"";"848";"from 1527; M.A., 1536. Appointed principal of Collège de Presles, 1546-72. Professor "
