"Suchergebnisse"

"Zusammenfassung"
"Gespeichert am";"26.05.2023 23:24:02"
"Gesucht nach";"A 33647"
"In Index(en)";"D:\_OA\Indice\Index.pdx"
"Anzahl gefundener Dokumente";"2"              
"Anzahl gefundener Vorkommen";"2"              

"Dateiname";"Titel";"Seite";"Suchvorkommen"
"Rubio 1999 Sumerian Literary Texts from the time of the Third Dynasty of Ur PhD.pdf";"";"330";"T131 6N-T545 A 33647 Incantation? (gir2 mi-ni-ib2-[ ). vowel harmony?) "

"Dateiname";"Titel";"Seite";"Suchvorkommen"
"Rubio 2013 Time before Time- Primeval Narratives in Early Mesopotamian Literature RAI 56.pdf";"";"12";"6N-T545 (A 33647), which may be a literary text or an incantation "
