"Suchergebnisse"

"Zusammenfassung"
"Gespeichert am";"30.05.2023 02:31:31"
"Gesucht nach";"A 5429"
"In Index(en)";"D:\_OA\Indice\Index.pdx"
"Anzahl gefundener Dokumente";"2"              
"Anzahl gefundener Vorkommen";"2"              

"Dateiname";"Titel";"Seite";"Suchvorkommen"
"zava.1967.58.1.110.pdf";"";"58";"9 2i f. A 5429)"

"Dateiname";"Titel";"Seite";"Suchvorkommen"
"Renger 1967 Untersuchungen zum Priestertum in der altbabylonischen Zeit ZA 58.pdf";"";"58";"9 2i f. A 5429)"
