"Suchergebnisse"

"Zusammenfassung"
"Gespeichert am";"26.05.2023 20:38:41"
"Gesucht nach";"A 3314"
"In Index(en)";"D:\_OA\Indice\Index.pdx"
"Anzahl gefundener Dokumente";"1"              
"Anzahl gefundener Vorkommen";"4"              

"Dateiname";"Titel";"Seite";"Suchvorkommen"
"ARM 33.pdf";"";"188";"relation à [A.3314] qui lui est étroitement apparenté, tout en lui étant "
"ARM 33.pdf";"";"189";"Dagan, cf. [A.3314] et la correspondance de Hâlî-hadun dans ARMT XXXIV. "
"ARM 33.pdf";"";"584";"p. 82 67. A.3314 p. 183 24. A.l22 =x 51 p. "
"ARM 33.pdf";"";"588";"=p. 305 A.3314 67 =p. 183 A.2570 = 186 ="
