"Suchergebnisse"

"Zusammenfassung"
"Gespeichert am";"20.05.2023 04:37:32"
"Gesucht nach";"A 1629"
"In Index(en)";"D:\_OA\Indice\Index.pdx"
"Anzahl gefundener Dokumente";"1"              
"Anzahl gefundener Vorkommen";"7"              

"Dateiname";"Titel";"Seite";"Suchvorkommen"
"Starke 1991 Untersuchung zur Stammbildung des keilschrift-luwischen Nomens StBoT 31.pdf";"";"658";"624 mijant(i) A 1629 mitasar- * n. 4 30 f. mitasri-, mirasri- 4 "
"Starke 1991 Untersuchung zur Stammbildung des keilschrift-luwischen Nomens StBoT 31.pdf";"";"677";"131 mija- c. A 1629 miiah- * c. 154 m~abJ!ant-* 154, A "
"Starke 1991 Untersuchung zur Stammbildung des keilschrift-luwischen Nomens StBoT 31.pdf";"";"677";"154, A 500, A 1629 mijant- (Partizip) 491 *mijant- (Adjektiv) 451, "
"Starke 1991 Untersuchung zur Stammbildung des keilschrift-luwischen Nomens StBoT 31.pdf";"";"677";"Adjektiv) 451, 491, A 1629 0 Mi-ja-ta-an-zelzi-pa- (k.-"
"Starke 1991 Untersuchung zur Stammbildung des keilschrift-luwischen Nomens StBoT 31.pdf";"";"681";"heth. 1 PN) A 1629 0 Tar&unta- (k.-luw. GN) 139 VRVTarbuntassa- "
"Starke 1991 Untersuchung zur Stammbildung des keilschrift-luwischen Nomens StBoT 31.pdf";"";"685";"-ehz- 154, A 1629 *mlit-h3 on- 192 *mlit-jo- A "
"Starke 1991 Untersuchung zur Stammbildung des keilschrift-luwischen Nomens StBoT 31.pdf";"";"726";"Hu A 1397a, A 1629 LIIHo 104 LV A 1560 LXIX 147f. LXXIIHu 387 "
