"Suchergebnisse"

"Zusammenfassung"
"Gespeichert am";"10.06.2023 02:01:07"
"Gesucht nach";"A 920"
"In Index(en)";"D:\_OA\Indice\Index.pdx"
"Anzahl gefundener Dokumente";"36"             
"Anzahl gefundener Vorkommen";"50"             

"Dateiname";"Titel";"Seite";"Suchvorkommen"
"Mayr_2005_SITU.pdf";"SITU 05 03 b";"125";"712 A, 868 A, 920 D a.lag (a.laku, fuller) 734 A, 1102 A "

"Dateiname";"Titel";"Seite";"Suchvorkommen"
"cad_i_j [1960].pdf";"Untitled";"129";"Iraq 7 62 A 920(a):3 (OB Chagar Bazar); ANÅòE "

"Dateiname";"Titel";"Seite";"Suchvorkommen"
"Fs von Soden AOAT 1.pdf";"";"117";"BM 131.697 [= A. 920] 18 lSE5 .ffa-at-[ tu ] I 1 "

"Dateiname";"Titel";"Seite";"Suchvorkommen"
"JAOS1987.pdf";"";"122";"iv I; Gaeld A. 920 (a):7 (PI. I), 955, 971, 974, "

"Dateiname";"Titel";"Seite";"Suchvorkommen"
"4241576.pdf";"Excavations at Tall Arpachiyah, 1933";"14";"TT 6. 3. A 920. Mother goddess figurine. Grey limestone. TT 6. "
"4241576.pdf";"Excavations at Tall Arpachiyah, 1933";"128";"the complete group. A 920 (Fig. 52, No. 3) is a flat limestone "
"4241576.pdf";"Excavations at Tall Arpachiyah, 1933";"131";"A 922 A 920 12 3 Modelosf Finger-bonaensd ' Mother-goddiens Ls'i "

"Dateiname";"Titel";"Seite";"Suchvorkommen"
"4241610.pdf";"The Excavations at Tall Chagar Bazar and an Archaeological Survey of the Habur Region. Second Campaign, 1936";"49";"S.) No. 32. A 920. Pendant, black stone with a white vein, phallic. Dimensions "

"Dateiname";"Titel";"Seite";"Suchvorkommen"
"4241663.pdf";"Tablets from Chagar Bazar and Tall Brak, 1937-38";"22";"ha-sa-am,A 920, 988, 989, 995. Zi-in-nu, 991. (f.)"
"4241663.pdf";"Tablets from Chagar Bazar and Tall Brak, 1937-38";"27";"OF THE TABLETS A. 920. Tablet, much broken and only partially preserved, length about "
"4241663.pdf";"Tablets from Chagar Bazar and Tall Brak, 1937-38";"27";"A. 995, which A. 920 partly restores. There are also parallel passages in A. "
"4241663.pdf";"Tablets from Chagar Bazar and Tall Brak, 1937-38";"27";"Umu Adad-bani. A. 920(a). Tablet, 0027x0-027, with 4+1 +3 "
"4241663.pdf";"Tablets from Chagar Bazar and Tall Brak, 1937-38";"39";"a summary on A. 920. Col. IV begins with a list of women, boys, "
"4241663.pdf";"Tablets from Chagar Bazar and Tall Brak, 1937-38";"39";"the fragments of A. 920; see also A. 988, 989. Date broken away. "

"Dateiname";"Titel";"Seite";"Suchvorkommen"
"Akkadica 116, 2000.pdf";"";"23";"897, A 907, A 920, A 913, A 915, A 924 ; G. Contenau, "
"Akkadica 116, 2000.pdf";"";"24";"II, A 897, A 920, A 924, A 932 ; A. Moortgat, Rollsiegel, n."
"Akkadica 116, 2000.pdf";"";"24";"II, A 907, A 920, A 913, A 932, A 897 ; G. Contenau, "

"Dateiname";"Titel";"Seite";"Suchvorkommen"
"OrNS 40 1971.pdf";"";"342";"747 Grantowskij E. A.: 920 Gray J. : 763, 422, 1023, 7769, 1236 Grayson "

"Dateiname";"Titel";"Seite";"Suchvorkommen"
"OrNS 41 1972.pdf";"";"304";": 76 Charbel A.: 920 Charvat P. : 638, 642, 818 Chazaradze N. V. "

"Dateiname";"Titel";"Seite";"Suchvorkommen"
