"Suchergebnisse"

"Zusammenfassung"
"Gespeichert am";"03.06.2023 19:00:41"
"Gesucht nach";"A 5777"
"In Index(en)";"D:\_OA\Indice\Index.pdx"
"Anzahl gefundener Dokumente";"1"              
"Anzahl gefundener Vorkommen";"6"              

"Dateiname";"Titel";"Seite";"Suchvorkommen"
"Buccellati 1966 The Amorites of the Ur III Period.pdf";"";"20";"ga MAR.TU A 5777 (see copy below, Appendix, N. 13) Drehem, S "
"Buccellati 1966 The Amorites of the Ur III Period.pdf";"";"64";"diin-urn) + A 5777 :7 Ih-na-ma-tum Dok. 450 :"
"Buccellati 1966 The Amorites of the Ur III Period.pdf";"";"139";"ma-tum (A 5777) VIII 18 Kir,-ba-nlirn (TAD 38) IX "
"Buccellati 1966 The Amorites of the Ur III Period.pdf";"";"147";"5065; A 5254; A 5777; A 29365; AfO 19, p. 120; An. Or. VII "
"Buccellati 1966 The Amorites of the Ur III Period.pdf";"";"160";"kal-la (A 5777: the disbursement is actually to the 4-uzic-ga), "
"Buccellati 1966 The Amorites of the Ur III Period.pdf";"";"192";"VIII 11 (A 5777; 3.81 4.6/ 1.7) 14. 3 48 XI 21 ("
