"Suchergebnisse"

"Zusammenfassung"
"Gespeichert am";"28.05.2023 01:32:00"
"Gesucht nach";"A 4248"
"In Index(en)";"D:\_OA\Indice\Index.pdx"
"Anzahl gefundener Dokumente";"1"              
"Anzahl gefundener Vorkommen";"5"              

"Dateiname";"Titel";"Seite";"Suchvorkommen"
"ARM 33.pdf";"";"88";"particulièrement, la lettre A.4248 fait allusion aux derniers moments du pouvoir d'Ékallatum ("
"ARM 33.pdf";"";"88";"• 22 [A.4248] Addu-dûrî à « son seigneur ». Annonce "
"ARM 33.pdf";"";"94";"La lettre [A.4248] (ARMX 60) reprise ici-même, p. 81, indique "
"ARM 33.pdf";"";"103";"12° Cf. [A.4248], p. 81. "
"ARM 33.pdf";"";"584";"p. 179 22. A.4248 =X 60 p. 81 66. A.2072 p. "
