"Suchergebnisse"

"Zusammenfassung"
"Gespeichert am";"27.05.2023 21:23:02"
"Gesucht nach";"A 3554"
"In Index(en)";"D:\_OA\Indice\Index.pdx"
"Anzahl gefundener Dokumente";"6"              
"Anzahl gefundener Vorkommen";"14"             

"Dateiname";"Titel";"Seite";"Suchvorkommen"
"AHw.pdf";"";"335";"mu-us-slt A 3554, 26. Nuzi i-~a-ma-~u HSS 5, 71, "

"Dateiname";"Titel";"Seite";"Suchvorkommen"
"Fs Oded.pdf";"Homeland and Exile";"243";"Ass 12946 (A 3554), Ass 12951 (A 3555), Ass 13014 (A "
"Fs Oded.pdf";"Homeland and Exile";"657";"Ass 12946 (A 3554) 216 Ass 12951 (A 3555) 216 Ass 13014 "

"Dateiname";"Titel";"Seite";"Suchvorkommen"
"Fs Parrot Florilegium Marianum 6.pdf";"";"267";"n°2l. 224cf. A.3554, inédit, lettre de Meptûm qui se termine ainsi : "
"Fs Parrot Florilegium Marianum 6.pdf";"";"267";"! >> : A.3554 C. (1 ') [a-lam é-kal-"
"Fs Parrot Florilegium Marianum 6.pdf";"";"562";"n. 224 (A.3554 : l ', 2') ; 261 (26 : "
"Fs Parrot Florilegium Marianum 6.pdf";"";"567";"n. 224 (A.3554 : 1 ') Qis-Annunîtum : 75-76 ("
"Fs Parrot Florilegium Marianum 6.pdf";"";"568";"n. 224 (A.3554 : 2') Sîn-uselli : 76-77 (AbB "
"Fs Parrot Florilegium Marianum 6.pdf";"";"573";"n . 7 A.3554 : 259 n. 224 A.3558 : 1 5 "

"Dateiname";"Titel";"Seite";"Suchvorkommen"
"Pedersén 1997 Katalog der Beschrifteten Objekte aus Assur ADOG 23.pdf";"";"93";"Suchgrabens Ass 12946; A 3554; Foto Ass 3253; Kode: TKn Inhalt: Sln-8ar-iSkun: "

"Dateiname";"Titel";"Seite";"Suchvorkommen"
"RIMS 1 Donbaz & Grayson 1984 Royal Inscriptions on Clay Cones from Assur now in Istanbul.pdf";"";"74";"Ass 12946 (A 3554); copy on pi. 33; previously unpublished; lines 2(?)-17. "
"RIMS 1 Donbaz & Grayson 1984 Royal Inscriptions on Clay Cones from Assur now in Istanbul.pdf";"";"91";"A 3553 175 A 3554 241 A 3555 242 A 3556 106 A 3557 "

"Dateiname";"Titel";"Seite";"Suchvorkommen"
"RIMS 1 Donbaz & Grayson 1984 Royal Inscriptions on Clay Cones from Assur now in Istanbul.pdf";"";"74";"Ass 12946 (A 3554); copy on pi. 33; previously unpublished; lines 2(?)-17. "
"RIMS 1 Donbaz & Grayson 1984 Royal Inscriptions on Clay Cones from Assur now in Istanbul.pdf";"";"91";"A 3553 175 A 3554 241 A 3555 242 A 3556 106 A 3557 "
