"Suchergebnisse"

"Zusammenfassung"
"Gespeichert am";"26.05.2023 16:44:30"
"Gesucht nach";"A 32071"
"In Index(en)";"D:\_OA\Indice\Index.pdx"
"Anzahl gefundener Dokumente";"2"              
"Anzahl gefundener Vorkommen";"2"              

"Dateiname";"Titel";"Seite";"Suchvorkommen"
"Charpin & Edzard & Stol 2004 Mesopotamien. Die altbabylonische Zeit OBO 160 4.pdf";"";"468";"ri tu"") und A. 32071 (Chicago); beide Silber ""aus dem Preis von "

"Dateiname";"Titel";"Seite";"Suchvorkommen"
"YOS 15 Foster.pdf";"";"13";"(1 shekel), A 32071 (y, 79. Lease of field of 18 ikll "
