"Suchergebnisse"

"Zusammenfassung"
"Gespeichert am";"24.05.2023 01:59:15"
"Gesucht nach";"A 31800"
"In Index(en)";"D:\_OA\Indice\Index.pdx"
"Anzahl gefundener Dokumente";"4"              
"Anzahl gefundener Vorkommen";"4"              

"Dateiname";"Titel";"Seite";"Suchvorkommen"
"Leichty & Finkel & Walker 2020 Catalogue of the Babylonian Tablets in the British Museum. Volumes IV–V CatBM.pdf";"Microsoft Word - dubsar-10-CBTBM-4-5";"120";"no. -212 A. 31800 1876,1117.1527 Promissory note for silver agreed before judges; sealed. "

"Dateiname";"Titel";"Seite";"Suchvorkommen"
"Leichty & Finkel & Walker 2020 Catalogue of the Babylonian Tablets in the British Museum. Volumes IV–V CatBM.pdf";"Microsoft Word - dubsar-10-CBTBM-4-5";"120";"no. -212 A. 31800 1876,1117.1527 Promissory note for silver agreed before judges; sealed. "

"Dateiname";"Titel";"Seite";"Suchvorkommen"
"Leichty & Finkel & Walker 2020 Catalogue of the Babylonian Tablets in the British Museum. Volumes IV–V CatBM.pdf";"Microsoft Word - dubsar-10-CBTBM-4-5";"120";"no. -212 A. 31800 1876,1117.1527 Promissory note for silver agreed before judges; sealed. "

"Dateiname";"Titel";"Seite";"Suchvorkommen"
"dubsar-10-CBTBM-4-5-Version-2019-11-04-2.pdf";"Microsoft Word - dubsar-10-CBTBM-4-5";"120";"no. -212 A. 31800 1876,1117.1527 Promissory note for silver agreed before judges; sealed. "
