"Suchergebnisse"

"Zusammenfassung"
"Gespeichert am";"26.05.2023 17:10:56"
"Gesucht nach";"A 32091"
"In Index(en)";"D:\_OA\Indice\Index.pdx"
"Anzahl gefundener Dokumente";"3"              
"Anzahl gefundener Vorkommen";"3"              

"Dateiname";"Titel";"Seite";"Suchvorkommen"
"cad_r [1999].pdf";"Untitled";"363";":8, also A 32091 r. 2, Pá-al-hu-ri-ig-mi UET "

"Dateiname";"Titel";"Seite";"Suchvorkommen"
"cad_p [2005].pdf";"Untitled";"95";"name list), also A 32091 r. 2, A 32069 :8 (both OB "

"Dateiname";"Titel";"Seite";"Suchvorkommen"
"Rendu 2011 Bruit et émotion dans la littérature Akkadienne PhD.pdf";"page de garde simple";"276";"l.8 ; A. 32091, r. l.2 ; pá-al-Þu-ri-gi-"
