"Suchergebnisse"

"Zusammenfassung"
"Gespeichert am";"29.05.2023 07:54:24"
"Gesucht nach";"A 4873"
"In Index(en)";"D:\_OA\Indice\Index.pdx"
"Anzahl gefundener Dokumente";"2"              
"Anzahl gefundener Vorkommen";"6"              

"Dateiname";"Titel";"Seite";"Suchvorkommen"
"ARM 26 1 Durand 1988 Archives Épistolaires de Mari I 1.pdf";"";"183";"lum 41 [A.4873] Asqudum au roi. À Ã propos du fait fait "
"ARM 26 1 Durand 1988 Archives Épistolaires de Mari I 1.pdf";"";"626";"Zirnri-Lirn 41 A.4873 =ARMII98 Asqudurn Zirnri-Lirn 42 A.149 Asqudurn "
"ARM 26 1 Durand 1988 Archives Épistolaires de Mari I 1.pdf";"";"633";"ARM II 97 A.4873=ARM II 98 A.4874=ARMII 99 A.4904="

"Dateiname";"Titel";"Seite";"Suchvorkommen"
"ARM 26 1 Durand 1988 Archives Épistolaires de Mari I 1.pdf";"";"183";"lum 41 [A.4873] Asqudum au roi. À Ã propos du fait fait "
"ARM 26 1 Durand 1988 Archives Épistolaires de Mari I 1.pdf";"";"626";"Zirnri-Lirn 41 A.4873 =ARMII98 Asqudurn Zirnri-Lirn 42 A.149 Asqudurn "
"ARM 26 1 Durand 1988 Archives Épistolaires de Mari I 1.pdf";"";"633";"ARM II 97 A.4873=ARM II 98 A.4874=ARMII 99 A.4904="
